MD step 0: esapsed time: 8.58, average time: 8.58
MD step 5210: esapsed time: 32221.10, average time: 6.18
MD step 5220: esapsed time: 32276.51, average time: 6.18
MD step 5230: esapsed time: 32334.56, average time: 6.18
MD step 5240: esapsed time: 32390.74, average time: 6.18
MD step 5250: esapsed time: 32452.25, average time: 6.18
MD step 5260: esapsed time: 32511.43, average time: 6.18
MD step 5270: esapsed time: 32575.74, average time: 6.18
MD step 5280: esapsed time: 32644.43, average time: 6.18
MD step 5290: esapsed time: 32708.46, average time: 6.18
MD step 5300: esapsed time: 32767.19, average time: 6.18
MD step 5310: esapsed time: 32831.69, average time: 6.18
MD step 5320: esapsed time: 32903.71, average time: 6.18
MD step 5330: esapsed time: 32967.88, average time: 6.18
MD step 5340: esapsed time: 33029.40, average time: 6.18
MD step 5350: esapsed time: 33088.53, average time: 6.18
MD step 5360: esapsed time: 33151.61, average time: 6.18
MD step 5370: esapsed time: 33205.96, average time: 6.18
MD step 5380: esapsed time: 33265.31, average time: 6.18
MD step 5390: esapsed time: 33330.75, average time: 6.18
MD step 5400: esapsed time: 33384.61, average time: 6.18
MD step 5410: esapsed time: 33452.45, average time: 6.18
MD step 5420: esapsed time: 33512.40, average time: 6.18
MD step 5430: esapsed time: 33584.48, average time: 6.18
MD step 5440: esapsed time: 33646.19, average time: 6.18
MD step 5450: esapsed time: 33710.04, average time: 6.18
MD step 5460: esapsed time: 33777.25, average time: 6.19
MD step 5470: esapsed time: 33846.39, average time: 6.19
MD step 5480: esapsed time: 33900.94, average time: 6.19
MD step 5490: esapsed time: 33961.49, average time: 6.18
MD step 5500: esapsed time: 34022.33, average time: 6.18
MD step 5510: esapsed time: 34081.35, average time: 6.18
MD step 5520: esapsed time: 34135.10, average time: 6.18
MD step 5530: esapsed time: 34209.40, average time: 6.19
MD step 5540: esapsed time: 34268.78, average time: 6.18
MD step 5550: esapsed time: 34328.96, average time: 6.18
MD step 5560: esapsed time: 34389.44, average time: 6.18
MD step 5570: esapsed time: 34445.94, average time: 6.18
MD step 5580: esapsed time: 34509.22, average time: 6.18
MD step 5590: esapsed time: 34571.33, average time: 6.18
MD step 5600: esapsed time: 34637.35, average time: 6.18
MD step 5610: esapsed time: 34701.60, average time: 6.18
MD step 5620: esapsed time: 34760.73, average time: 6.18
MD step 5630: esapsed time: 34827.63, average time: 6.18
MD step 5640: esapsed time: 34890.95, average time: 6.19
MD step 5650: esapsed time: 34950.63, average time: 6.18
MD step 5660: esapsed time: 35010.48, average time: 6.18
MD step 5670: esapsed time: 35075.97, average time: 6.19
MD step 5680: esapsed time: 35132.27, average time: 6.18
MD step 5690: esapsed time: 35190.77, average time: 6.18
MD step 5700: esapsed time: 35246.75, average time: 6.18
MD step 5710: esapsed time: 35302.14, average time: 6.18
MD step 5720: esapsed time: 35359.83, average time: 6.18
MD step 5730: esapsed time: 35418.81, average time: 6.18
MD step 5740: esapsed time: 35473.75, average time: 6.18
MD step 5750: esapsed time: 35531.80, average time: 6.18
MD step 5760: esapsed time: 35589.83, average time: 6.18
MD step 5770: esapsed time: 35650.08, average time: 6.18
MD step 5780: esapsed time: 35705.69, average time: 6.18
MD step 5790: esapsed time: 35766.93, average time: 6.18
MD step 5800: esapsed time: 35827.12, average time: 6.18
MD step 5810: esapsed time: 35879.94, average time: 6.17
MD step 5820: esapsed time: 35936.12, average time: 6.17
MD step 5830: esapsed time: 35999.42, average time: 6.17
MD step 5840: esapsed time: 36064.03, average time: 6.17
MD step 5850: esapsed time: 36134.39, average time: 6.18
MD step 5860: esapsed time: 36193.40, average time: 6.18
MD step 5870: esapsed time: 36253.40, average time: 6.17
MD step 5880: esapsed time: 36313.12, average time: 6.17
MD step 5890: esapsed time: 36376.84, average time: 6.17
MD step 5900: esapsed time: 36446.51, average time: 6.18
MD step 5910: esapsed time: 36504.38, average time: 6.18
MD step 5920: esapsed time: 36567.50, average time: 6.18
MD step 5930: esapsed time: 36631.14, average time: 6.18
MD step 5940: esapsed time: 36688.79, average time: 6.18
MD step 5950: esapsed time: 36749.16, average time: 6.18
MD step 5960: esapsed time: 36815.03, average time: 6.18
MD step 5970: esapsed time: 36872.70, average time: 6.18
MD step 5980: esapsed time: 36942.09, average time: 6.18
MD step 5990: esapsed time: 37005.74, average time: 6.18
MD step 6000: esapsed time: 37069.62, average time: 6.18
MD step 6010: esapsed time: 37127.29, average time: 6.18
MD step 6020: esapsed time: 37189.03, average time: 6.18
MD step 6030: esapsed time: 37249.85, average time: 6.18
MD step 6040: esapsed time: 37310.56, average time: 6.18
MD step 6050: esapsed time: 37369.12, average time: 6.18
MD step 6060: esapsed time: 37423.92, average time: 6.17
MD step 6070: esapsed time: 37484.45, average time: 6.17
MD step 6080: esapsed time: 37544.52, average time: 6.17
MD step 6090: esapsed time: 37602.19, average time: 6.17
MD step 6100: esapsed time: 37665.59, average time: 6.17
MD step 6110: esapsed time: 37726.77, average time: 6.17
MD step 6120: esapsed time: 37794.19, average time: 6.17
MD step 6130: esapsed time: 37873.27, average time: 6.18
MD step 6140: esapsed time: 37939.64, average time: 6.18
MD step 6150: esapsed time: 37995.72, average time: 6.18
MD step 6160: esapsed time: 38054.95, average time: 6.18
MD step 6170: esapsed time: 38111.72, average time: 6.18
MD step 6180: esapsed time: 38176.79, average time: 6.18
MD step 6190: esapsed time: 38230.75, average time: 6.18
MD step 6200: esapsed time: 38291.07, average time: 6.17
MD step 6210: esapsed time: 38346.23, average time: 6.17
MD step 6220: esapsed time: 38408.46, average time: 6.17
MD step 6230: esapsed time: 38467.59, average time: 6.17
MD step 6240: esapsed time: 38526.26, average time: 6.17
MD step 6250: esapsed time: 38588.35, average time: 6.17
MD step 6260: esapsed time: 38648.24, average time: 6.17
MD step 6270: esapsed time: 38706.18, average time: 6.17
MD step 6280: esapsed time: 38761.97, average time: 6.17
MD step 6290: esapsed time: 38822.93, average time: 6.17
MD step 6300: esapsed time: 38884.09, average time: 6.17
MD step 6310: esapsed time: 38940.16, average time: 6.17
MD step 6320: esapsed time: 38999.90, average time: 6.17
MD step 6330: esapsed time: 39060.87, average time: 6.17
MD step 6340: esapsed time: 39115.96, average time: 6.17
MD step 6350: esapsed time: 39174.50, average time: 6.17
MD step 6360: esapsed time: 39233.35, average time: 6.17
MD step 6370: esapsed time: 39291.64, average time: 6.17
MD step 6380: esapsed time: 39350.22, average time: 6.17
MD step 6390: esapsed time: 39405.41, average time: 6.17
MD step 6400: esapsed time: 39465.23, average time: 6.17
MD step 6410: esapsed time: 39525.42, average time: 6.17
MD step 6420: esapsed time: 39583.80, average time: 6.16
MD step 6430: esapsed time: 39643.69, average time: 6.16
MD step 6440: esapsed time: 39703.82, average time: 6.16
MD step 6450: esapsed time: 39763.69, average time: 6.16
MD step 6460: esapsed time: 39825.44, average time: 6.16
MD step 6470: esapsed time: 39880.28, average time: 6.16
MD step 6480: esapsed time: 39940.75, average time: 6.16
MD step 6490: esapsed time: 40000.86, average time: 6.16
MD step 6500: esapsed time: 40059.12, average time: 6.16
MD step 6510: esapsed time: 40114.03, average time: 6.16
MD step 6520: esapsed time: 40174.32, average time: 6.16
MD step 6530: esapsed time: 40234.43, average time: 6.16
MD step 6540: esapsed time: 40295.67, average time: 6.16
MD step 6550: esapsed time: 40349.64, average time: 6.16
MD step 6560: esapsed time: 40411.95, average time: 6.16
MD step 6570: esapsed time: 40468.34, average time: 6.16
MD step 6580: esapsed time: 40524.24, average time: 6.16
MD step 6590: esapsed time: 40578.43, average time: 6.16
MD step 6600: esapsed time: 40637.20, average time: 6.16
MD step 6610: esapsed time: 40697.37, average time: 6.16
MD step 6620: esapsed time: 40754.07, average time: 6.16
MD step 6630: esapsed time: 40812.13, average time: 6.15
MD step 6640: esapsed time: 40878.83, average time: 6.16
MD step 6650: esapsed time: 40947.16, average time: 6.16
MD step 6660: esapsed time: 41008.96, average time: 6.16
MD step 6670: esapsed time: 41067.28, average time: 6.16
MD step 6680: esapsed time: 41132.70, average time: 6.16
MD step 6690: esapsed time: 41200.48, average time: 6.16
MD step 6700: esapsed time: 41272.38, average time: 6.16
MD step 6710: esapsed time: 41334.66, average time: 6.16
MD step 6720: esapsed time: 41392.18, average time: 6.16
MD step 6730: esapsed time: 41445.87, average time: 6.16
MD step 6740: esapsed time: 41500.22, average time: 6.16
MD step 6750: esapsed time: 41573.57, average time: 6.16
MD step 6760: esapsed time: 41634.04, average time: 6.16
MD step 6770: esapsed time: 41688.33, average time: 6.16
MD step 6780: esapsed time: 41751.57, average time: 6.16
MD step 6790: esapsed time: 41815.98, average time: 6.16
MD step 6800: esapsed time: 41878.60, average time: 6.16
MD step 6810: esapsed time: 41939.17, average time: 6.16
MD step 6820: esapsed time: 42014.18, average time: 6.16
MD step 6830: esapsed time: 42083.03, average time: 6.16
MD step 6840: esapsed time: 42139.35, average time: 6.16
MD step 6850: esapsed time: 42201.30, average time: 6.16
MD step 6860: esapsed time: 42265.14, average time: 6.16
MD step 6870: esapsed time: 42321.66, average time: 6.16
MD step 6880: esapsed time: 42381.51, average time: 6.16
MD step 6890: esapsed time: 42443.65, average time: 6.16
MD step 6900: esapsed time: 42502.35, average time: 6.16
MD step 6910: esapsed time: 42563.98, average time: 6.16
MD step 6920: esapsed time: 42625.93, average time: 6.16
MD step 6930: esapsed time: 42689.19, average time: 6.16
MD step 6940: esapsed time: 42754.94, average time: 6.16
MD step 6950: esapsed time: 42820.03, average time: 6.16
MD step 6960: esapsed time: 42883.04, average time: 6.16
MD step 6970: esapsed time: 42949.14, average time: 6.16
MD step 6980: esapsed time: 43013.28, average time: 6.16
MD step 6990: esapsed time: 43082.14, average time: 6.16
MD step 7000: esapsed time: 43148.63, average time: 6.16
MD step 7010: esapsed time: 43218.79, average time: 6.16
MD step 7020: esapsed time: 43281.62, average time: 6.16
MD step 7030: esapsed time: 43340.81, average time: 6.16
MD step 7040: esapsed time: 43406.83, average time: 6.16
MD step 7050: esapsed time: 43468.31, average time: 6.16
MD step 7060: esapsed time: 43528.69, average time: 6.16
MD step 7070: esapsed time: 43589.21, average time: 6.16
MD step 7080: esapsed time: 43651.60, average time: 6.16
MD step 7090: esapsed time: 43711.42, average time: 6.16
MD step 7100: esapsed time: 43784.35, average time: 6.17
MD step 7110: esapsed time: 43845.33, average time: 6.17
MD step 7120: esapsed time: 43912.12, average time: 6.17
MD step 7130: esapsed time: 43969.35, average time: 6.17
MD step 7140: esapsed time: 44032.19, average time: 6.17
MD step 7150: esapsed time: 44096.78, average time: 6.17
MD step 7160: esapsed time: 44162.74, average time: 6.17
MD step 7170: esapsed time: 44229.55, average time: 6.17
MD step 7180: esapsed time: 44289.52, average time: 6.17
MD step 7190: esapsed time: 44349.88, average time: 6.17
MD step 7200: esapsed time: 44407.04, average time: 6.17
MD step 7210: esapsed time: 44468.80, average time: 6.17
MD step 7220: esapsed time: 44528.32, average time: 6.17
MD step 7230: esapsed time: 44591.88, average time: 6.17
MD step 7240: esapsed time: 44653.76, average time: 6.17
MD step 7250: esapsed time: 44709.59, average time: 6.17
MD step 7260: esapsed time: 44764.98, average time: 6.17
MD step 7270: esapsed time: 44822.59, average time: 6.16
MD step 7280: esapsed time: 44880.36, average time: 6.16
MD step 7290: esapsed time: 44939.21, average time: 6.16
MD step 7300: esapsed time: 44994.69, average time: 6.16
MD step 7310: esapsed time: 45047.83, average time: 6.16
MD step 7320: esapsed time: 45106.86, average time: 6.16
MD step 7330: esapsed time: 45161.66, average time: 6.16
MD step 7340: esapsed time: 45220.59, average time: 6.16
MD step 7350: esapsed time: 45277.90, average time: 6.16
MD step 7360: esapsed time: 45333.75, average time: 6.16
MD step 7370: esapsed time: 45392.06, average time: 6.16
MD step 7380: esapsed time: 45455.07, average time: 6.16
MD step 7390: esapsed time: 45509.15, average time: 6.16
MD step 7400: esapsed time: 45568.44, average time: 6.16
MD step 7410: esapsed time: 45627.77, average time: 6.16
MD step 7420: esapsed time: 45687.82, average time: 6.16
MD step 7430: esapsed time: 45752.31, average time: 6.16
MD step 7440: esapsed time: 45811.15, average time: 6.16
MD step 7450: esapsed time: 45873.82, average time: 6.16
MD step 7460: esapsed time: 45933.32, average time: 6.16
MD step 7470: esapsed time: 46000.81, average time: 6.16
MD step 7480: esapsed time: 46064.38, average time: 6.16
MD step 7490: esapsed time: 46124.86, average time: 6.16
MD step 7500: esapsed time: 46188.35, average time: 6.16
MD step 7510: esapsed time: 46245.92, average time: 6.16
MD step 7520: esapsed time: 46307.08, average time: 6.16
MD step 7530: esapsed time: 46371.84, average time: 6.16
MD step 7540: esapsed time: 46430.62, average time: 6.16
MD step 7550: esapsed time: 46487.60, average time: 6.16
MD step 7560: esapsed time: 46544.90, average time: 6.16
MD step 7570: esapsed time: 46601.76, average time: 6.16
MD step 7580: esapsed time: 46655.30, average time: 6.15
MD step 7590: esapsed time: 46713.59, average time: 6.15
MD step 7600: esapsed time: 46768.84, average time: 6.15
MD step 7610: esapsed time: 46825.63, average time: 6.15
MD step 7620: esapsed time: 46880.91, average time: 6.15
MD step 7630: esapsed time: 46940.32, average time: 6.15
MD step 7640: esapsed time: 47000.44, average time: 6.15
MD step 7650: esapsed time: 47061.08, average time: 6.15
MD step 7660: esapsed time: 47122.41, average time: 6.15
MD step 7670: esapsed time: 47180.46, average time: 6.15
MD step 7680: esapsed time: 47240.17, average time: 6.15
MD step 7690: esapsed time: 47298.98, average time: 6.15
MD step 7700: esapsed time: 47357.57, average time: 6.15
MD step 7710: esapsed time: 47420.45, average time: 6.15
MD step 7720: esapsed time: 47481.32, average time: 6.15
MD step 7730: esapsed time: 47541.22, average time: 6.15
MD step 7740: esapsed time: 47597.09, average time: 6.15
MD step 7750: esapsed time: 47669.12, average time: 6.15
MD step 7760: esapsed time: 47734.93, average time: 6.15
MD step 7770: esapsed time: 47801.34, average time: 6.15
MD step 7780: esapsed time: 47863.92, average time: 6.15
MD step 7790: esapsed time: 47918.95, average time: 6.15
MD step 7800: esapsed time: 47977.76, average time: 6.15
MD step 7810: esapsed time: 48040.04, average time: 6.15
MD step 7820: esapsed time: 48101.79, average time: 6.15
MD step 7830: esapsed time: 48162.58, average time: 6.15
MD step 7840: esapsed time: 48218.77, average time: 6.15
MD step 7850: esapsed time: 48277.86, average time: 6.15
MD step 7860: esapsed time: 48340.95, average time: 6.15
MD step 7870: esapsed time: 48396.66, average time: 6.15
MD step 7880: esapsed time: 48461.76, average time: 6.15
MD step 7890: esapsed time: 48517.28, average time: 6.15
MD step 7900: esapsed time: 48577.05, average time: 6.15
MD step 7910: esapsed time: 48634.16, average time: 6.15
MD step 7920: esapsed time: 48695.38, average time: 6.15
MD step 7930: esapsed time: 48759.90, average time: 6.15
MD step 7940: esapsed time: 48819.70, average time: 6.15
MD step 7950: esapsed time: 48880.26, average time: 6.15
MD step 7960: esapsed time: 48933.84, average time: 6.15
MD step 7970: esapsed time: 48996.09, average time: 6.15
MD step 7980: esapsed time: 49060.84, average time: 6.15
MD step 7990: esapsed time: 49132.01, average time: 6.15
MD step 8000: esapsed time: 49190.95, average time: 6.15
MD step 8010: esapsed time: 49250.13, average time: 6.15
MD step 8020: esapsed time: 49315.95, average time: 6.15
MD step 8030: esapsed time: 49369.69, average time: 6.15
MD step 8040: esapsed time: 49435.67, average time: 6.15
MD step 8050: esapsed time: 49496.20, average time: 6.15
MD step 8060: esapsed time: 49562.60, average time: 6.15
MD step 8070: esapsed time: 49626.16, average time: 6.15
MD step 8080: esapsed time: 49690.38, average time: 6.15
MD step 8090: esapsed time: 49751.16, average time: 6.15
MD step 8100: esapsed time: 49821.33, average time: 6.15
MD step 8110: esapsed time: 49875.43, average time: 6.15
MD step 8120: esapsed time: 49935.22, average time: 6.15
MD step 8130: esapsed time: 49997.15, average time: 6.15
MD step 8140: esapsed time: 50056.99, average time: 6.15
MD step 8150: esapsed time: 50114.50, average time: 6.15
MD step 8160: esapsed time: 50175.50, average time: 6.15
MD step 8170: esapsed time: 50237.84, average time: 6.15
MD step 8180: esapsed time: 50295.46, average time: 6.15
MD step 8190: esapsed time: 50348.35, average time: 6.15
MD step 8200: esapsed time: 50409.26, average time: 6.15
MD step 8210: esapsed time: 50469.13, average time: 6.15
MD step 8220: esapsed time: 50523.95, average time: 6.15
MD step 8230: esapsed time: 50581.81, average time: 6.15
MD step 8240: esapsed time: 50642.22, average time: 6.15
MD step 8250: esapsed time: 50704.31, average time: 6.15
MD step 8260: esapsed time: 50763.69, average time: 6.14
MD step 8270: esapsed time: 50818.49, average time: 6.14
MD step 8280: esapsed time: 50874.49, average time: 6.14
MD step 8290: esapsed time: 50932.49, average time: 6.14
MD step 8300: esapsed time: 50990.50, average time: 6.14
MD step 8310: esapsed time: 51049.43, average time: 6.14
MD step 8320: esapsed time: 51107.41, average time: 6.14
MD step 8330: esapsed time: 51169.20, average time: 6.14
MD step 8340: esapsed time: 51234.52, average time: 6.14
MD step 8350: esapsed time: 51307.66, average time: 6.14
MD step 8360: esapsed time: 51381.30, average time: 6.15
MD step 8370: esapsed time: 51444.23, average time: 6.15
MD step 8380: esapsed time: 51504.99, average time: 6.15
MD step 8390: esapsed time: 51567.18, average time: 6.15
MD step 8400: esapsed time: 51643.36, average time: 6.15
MD step 8410: esapsed time: 51699.87, average time: 6.15
MD step 8420: esapsed time: 51767.97, average time: 6.15
MD step 8430: esapsed time: 51831.43, average time: 6.15
MD step 8440: esapsed time: 51888.31, average time: 6.15
MD step 8450: esapsed time: 51954.63, average time: 6.15
MD step 8460: esapsed time: 52014.18, average time: 6.15
MD step 8470: esapsed time: 52078.94, average time: 6.15
MD step 8480: esapsed time: 52132.74, average time: 6.15
MD step 8490: esapsed time: 52194.50, average time: 6.15
MD step 8500: esapsed time: 52254.87, average time: 6.15
MD step 8510: esapsed time: 52317.61, average time: 6.15
MD step 8520: esapsed time: 52379.55, average time: 6.15
MD step 8530: esapsed time: 52441.32, average time: 6.15
MD step 8540: esapsed time: 52500.44, average time: 6.15
MD step 8550: esapsed time: 52554.16, average time: 6.15
MD step 8560: esapsed time: 52618.25, average time: 6.15
MD step 8570: esapsed time: 52683.26, average time: 6.15
MD step 8580: esapsed time: 52742.66, average time: 6.15
MD step 8590: esapsed time: 52800.89, average time: 6.15
MD step 8600: esapsed time: 52855.32, average time: 6.15
MD step 8610: esapsed time: 52915.07, average time: 6.15
MD step 8620: esapsed time: 52973.28, average time: 6.14
MD step 8630: esapsed time: 53030.37, average time: 6.14
MD step 8640: esapsed time: 53084.89, average time: 6.14
MD step 8650: esapsed time: 53142.91, average time: 6.14
MD step 8660: esapsed time: 53203.15, average time: 6.14
MD step 8670: esapsed time: 53257.99, average time: 6.14
MD step 8680: esapsed time: 53315.30, average time: 6.14
MD step 8690: esapsed time: 53374.16, average time: 6.14
MD step 8700: esapsed time: 53428.31, average time: 6.14
MD step 8710: esapsed time: 53490.47, average time: 6.14
MD step 8720: esapsed time: 53545.40, average time: 6.14
MD step 8730: esapsed time: 53598.18, average time: 6.14
MD step 8740: esapsed time: 53650.89, average time: 6.14
MD step 8750: esapsed time: 53717.07, average time: 6.14
MD step 8760: esapsed time: 53782.28, average time: 6.14
MD step 8770: esapsed time: 53838.87, average time: 6.14
MD step 8780: esapsed time: 53899.26, average time: 6.14
MD step 8790: esapsed time: 53954.46, average time: 6.14
MD step 8800: esapsed time: 54012.66, average time: 6.14
MD step 8810: esapsed time: 54074.97, average time: 6.14
MD step 8820: esapsed time: 54144.99, average time: 6.14
MD step 8830: esapsed time: 54203.98, average time: 6.14
MD step 8840: esapsed time: 54263.84, average time: 6.14
MD step 8850: esapsed time: 54319.88, average time: 6.14
MD step 8860: esapsed time: 54379.33, average time: 6.14
MD step 8870: esapsed time: 54436.15, average time: 6.14
MD step 8880: esapsed time: 54506.08, average time: 6.14
MD step 8890: esapsed time: 54574.83, average time: 6.14
MD step 8900: esapsed time: 54638.02, average time: 6.14
MD step 8910: esapsed time: 54698.38, average time: 6.14
MD step 8920: esapsed time: 54751.99, average time: 6.14
MD step 8930: esapsed time: 54811.04, average time: 6.14
MD step 8940: esapsed time: 54878.18, average time: 6.14
MD step 8950: esapsed time: 54941.23, average time: 6.14
MD step 8960: esapsed time: 54995.86, average time: 6.14
MD step 8970: esapsed time: 55058.30, average time: 6.14
MD step 8980: esapsed time: 55114.75, average time: 6.14
MD step 8990: esapsed time: 55176.19, average time: 6.14
MD step 9000: esapsed time: 55234.76, average time: 6.14
MD step 9010: esapsed time: 55291.09, average time: 6.14
MD step 9020: esapsed time: 55352.81, average time: 6.14
MD step 9030: esapsed time: 55411.38, average time: 6.14
MD step 9040: esapsed time: 55473.62, average time: 6.14
MD step 9050: esapsed time: 55537.07, average time: 6.14
MD step 9060: esapsed time: 55597.87, average time: 6.14
MD step 9070: esapsed time: 55665.50, average time: 6.14
MD step 9080: esapsed time: 55729.93, average time: 6.14
MD step 9090: esapsed time: 55784.62, average time: 6.14
MD step 9100: esapsed time: 55845.79, average time: 6.14
MD step 9110: esapsed time: 55905.69, average time: 6.14
MD step 9120: esapsed time: 55965.94, average time: 6.14
MD step 9130: esapsed time: 56032.14, average time: 6.14
MD step 9140: esapsed time: 56092.33, average time: 6.14
MD step 9150: esapsed time: 56154.30, average time: 6.14
MD step 9160: esapsed time: 56214.80, average time: 6.14
MD step 9170: esapsed time: 56274.57, average time: 6.14
MD step 9180: esapsed time: 56329.79, average time: 6.14
MD step 9190: esapsed time: 56389.24, average time: 6.14
MD step 9200: esapsed time: 56449.12, average time: 6.14
MD step 9210: esapsed time: 56504.01, average time: 6.13
MD step 9220: esapsed time: 56562.75, average time: 6.13
MD step 9230: esapsed time: 56619.27, average time: 6.13
MD step 9240: esapsed time: 56678.89, average time: 6.13
MD step 9250: esapsed time: 56739.93, average time: 6.13
MD step 9260: esapsed time: 56803.83, average time: 6.13
MD step 9270: esapsed time: 56863.54, average time: 6.13
MD step 9280: esapsed time: 56925.64, average time: 6.13
MD step 9290: esapsed time: 56993.12, average time: 6.13
MD step 9300: esapsed time: 57058.23, average time: 6.13
MD step 9310: esapsed time: 57120.20, average time: 6.13
MD step 9320: esapsed time: 57180.31, average time: 6.13
MD step 9330: esapsed time: 57241.74, average time: 6.13
MD step 9340: esapsed time: 57303.29, average time: 6.13
MD step 9350: esapsed time: 57373.14, average time: 6.14
MD step 9360: esapsed time: 57433.82, average time: 6.14
MD step 9370: esapsed time: 57494.71, average time: 6.14
MD step 9380: esapsed time: 57561.81, average time: 6.14
MD step 9390: esapsed time: 57624.43, average time: 6.14
MD step 9400: esapsed time: 57696.08, average time: 6.14
MD step 9410: esapsed time: 57752.10, average time: 6.14
MD step 9420: esapsed time: 57813.77, average time: 6.14
MD step 9430: esapsed time: 57871.96, average time: 6.14
MD step 9440: esapsed time: 57933.79, average time: 6.14
MD step 9450: esapsed time: 57994.53, average time: 6.14
MD step 9460: esapsed time: 58058.90, average time: 6.14
MD step 9470: esapsed time: 58123.31, average time: 6.14
MD step 9480: esapsed time: 58187.96, average time: 6.14
MD step 9490: esapsed time: 58253.86, average time: 6.14
MD step 9500: esapsed time: 58313.59, average time: 6.14
MD step 9510: esapsed time: 58376.80, average time: 6.14
MD step 9520: esapsed time: 58432.25, average time: 6.14
MD step 9530: esapsed time: 58492.51, average time: 6.14
MD step 9540: esapsed time: 58555.48, average time: 6.14
MD step 9550: esapsed time: 58614.36, average time: 6.14
MD step 9560: esapsed time: 58672.44, average time: 6.14
MD step 9570: esapsed time: 58733.11, average time: 6.14
MD step 9580: esapsed time: 58788.80, average time: 6.14
MD step 9590: esapsed time: 58846.88, average time: 6.14
MD step 9600: esapsed time: 58907.69, average time: 6.14
MD step 9610: esapsed time: 58966.94, average time: 6.14
MD step 9620: esapsed time: 59027.31, average time: 6.14
MD step 9630: esapsed time: 59082.70, average time: 6.13
MD step 9640: esapsed time: 59140.46, average time: 6.13
MD step 9650: esapsed time: 59200.61, average time: 6.13
MD step 9660: esapsed time: 59259.00, average time: 6.13
MD step 9670: esapsed time: 59321.78, average time: 6.13
MD step 9680: esapsed time: 59386.88, average time: 6.13
MD step 9690: esapsed time: 59444.85, average time: 6.13
MD step 9700: esapsed time: 59506.82, average time: 6.13
MD step 9710: esapsed time: 59573.48, average time: 6.13
MD step 9720: esapsed time: 59634.15, average time: 6.13
MD step 9730: esapsed time: 59700.15, average time: 6.14
MD step 9740: esapsed time: 59766.16, average time: 6.14
MD step 9750: esapsed time: 59829.83, average time: 6.14
MD step 9760: esapsed time: 59895.29, average time: 6.14
MD step 9770: esapsed time: 59955.32, average time: 6.14
MD step 9780: esapsed time: 60020.12, average time: 6.14
MD step 9790: esapsed time: 60087.13, average time: 6.14
MD step 9800: esapsed time: 60153.58, average time: 6.14
MD step 9810: esapsed time: 60216.23, average time: 6.14
MD step 9820: esapsed time: 60290.65, average time: 6.14
MD step 9830: esapsed time: 60345.97, average time: 6.14
MD step 9840: esapsed time: 60409.93, average time: 6.14
MD step 9850: esapsed time: 60471.46, average time: 6.14
MD step 9860: esapsed time: 60532.36, average time: 6.14
MD step 9870: esapsed time: 60601.67, average time: 6.14
MD step 9880: esapsed time: 60661.09, average time: 6.14
MD step 9890: esapsed time: 60725.29, average time: 6.14
MD step 9900: esapsed time: 60784.44, average time: 6.14
MD step 9910: esapsed time: 60847.10, average time: 6.14
MD step 9920: esapsed time: 60902.09, average time: 6.14
MD step 9930: esapsed time: 60964.53, average time: 6.14
MD step 9940: esapsed time: 61028.08, average time: 6.14
MD step 9950: esapsed time: 61089.10, average time: 6.14
MD step 9960: esapsed time: 61152.46, average time: 6.14
MD step 9970: esapsed time: 61213.20, average time: 6.14
MD step 9980: esapsed time: 61271.53, average time: 6.14
MD step 9990: esapsed time: 61329.21, average time: 6.14
MD step 10000: esapsed time: 61387.42, average time: 6.14
MD step 10010: esapsed time: 61443.88, average time: 6.14
MD step 10020: esapsed time: 61503.67, average time: 6.14
MD step 10030: esapsed time: 61564.72, average time: 6.14
MD step 10040: esapsed time: 61623.83, average time: 6.14
MD step 10050: esapsed time: 61682.63, average time: 6.14
MD step 10060: esapsed time: 61745.29, average time: 6.14
MD step 10070: esapsed time: 61806.09, average time: 6.14
MD step 10080: esapsed time: 61864.58, average time: 6.14
MD step 10090: esapsed time: 61919.99, average time: 6.14
MD step 10100: esapsed time: 61984.27, average time: 6.14
MD step 10110: esapsed time: 62048.54, average time: 6.14
MD step 10120: esapsed time: 62114.68, average time: 6.14
MD step 10130: esapsed time: 62176.28, average time: 6.14
MD step 10140: esapsed time: 62236.30, average time: 6.14
MD step 10150: esapsed time: 62299.62, average time: 6.14
MD step 10160: esapsed time: 62364.24, average time: 6.14
MD step 10170: esapsed time: 62426.53, average time: 6.14
MD step 10180: esapsed time: 62482.41, average time: 6.14
MD step 10190: esapsed time: 62541.16, average time: 6.14
MD step 10200: esapsed time: 62599.21, average time: 6.14
MD step 10210: esapsed time: 62657.86, average time: 6.14
MD step 10220: esapsed time: 62712.60, average time: 6.14
MD step 10230: esapsed time: 62775.12, average time: 6.14
MD step 10240: esapsed time: 62835.40, average time: 6.14
MD step 10250: esapsed time: 62894.60, average time: 6.14
MD step 10260: esapsed time: 62948.99, average time: 6.13
MD step 10270: esapsed time: 63006.12, average time: 6.13
MD step 10280: esapsed time: 63069.57, average time: 6.13
MD step 10290: esapsed time: 63139.38, average time: 6.14
MD step 10300: esapsed time: 63197.00, average time: 6.14
MD step 10310: esapsed time: 63254.77, average time: 6.13
MD step 10320: esapsed time: 63316.46, average time: 6.13
MD step 10330: esapsed time: 63382.54, average time: 6.14
MD step 10340: esapsed time: 63444.86, average time: 6.14
MD step 10350: esapsed time: 63499.42, average time: 6.13
MD step 10360: esapsed time: 63568.33, average time: 6.14
MD step 10370: esapsed time: 63622.42, average time: 6.13
